productToken,name,brand,brandToken,retailPrice,currency,rating,reviewCount,badge,isNew,isBestseller,isPromoted,caseSize,minOrderQty,availableUnits,brandCode,basedIn,hasActivePromo,image,url,searchQuery
p_6679thn8nv,ALPHA DELTA PI MONO-2225,Girlie Girl Originals,b_h6l667zq,59.0,USD,4.9,286,Bestseller,0,0,0,,,,210000025056,USA,0,https://cdn.faire.com/fastly/202e3a1d4ef13678a79c88bd4ed2eec8303569612b7cbecf07259a72d74f33c8.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_6679thn8nv,delta 8 gummies
p_5rb8ndkpsk,Alpha Delta Pi - Heart Tag Necklace (1.5mm Chain),Shawn Paul,b_aqfx0tkt3r,42.0,USD,5.0,40,,0,0,0,1,1,,adp-12n-g,USA,0,https://cdn.faire.com/fastly/19e564d349364d6158dd7f36e23e987bb9d5bc8b7e70f45f096026aa24c040e4.jpeg?format=jpg,https://www.faire.com/product/p_5rb8ndkpsk,delta 8 gummies
p_58x5wf8hnw,PASSION FRUIT SEA MOSS GEL,TrueSeaMoss,b_8xx8tddzza,32.0,USD,4.8,129,Bestseller,0,0,0,1,1,412,TSM-PF,USA,0,"https://cdn.faire.com/fastly/e1e77de6a3c4a23aa44d3f0dd49295b3d79e6d853a8c2808e6b9167fc7473dea.jpeg?format=jpg&precrop=5012,5012,x448,y466,safe",https://www.faire.com/product/p_58x5wf8hnw,delta 8 gummies
p_58qc3fwzc7,KAPPA DELTA MONO-2225,Girlie Girl Originals,b_h6l667zq,59.0,USD,4.9,286,,0,0,0,,,,210000025012,USA,0,https://cdn.faire.com/fastly/0acb5143d756cbbc9880d98c785a58190cc5a9d76914910d554b564531d8f96a.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_58qc3fwzc7,delta 8 gummies
p_4cn3qhpccw,SOURSOP SEA MOSS GEL ,TrueSeaMoss,b_8xx8tddzza,32.0,USD,4.8,129,Bestseller,0,0,0,1,1,8995,TSM-SO,USA,0,"https://cdn.faire.com/fastly/373d4da514b74a4ac19530c2dd296a018c04ba2a596ba7b35aa608f652f5b8fa.jpeg?format=jpg&precrop=5019,5019,x430,y454,safe",https://www.faire.com/product/p_4cn3qhpccw,delta 8 gummies
p_3vumzysnh8,Alpha Delta Pi Howdy Greek Button - 2.25 inch,Good Vibez Collegiate,b_ajxxwk48b7,5.0,USD,5.0,33,,0,0,0,1,3,2907,ADP2309,USA,0,"https://cdn.faire.com/fastly/75457bc9e8cc5ae19b9ded19871de6f083a2f21520edef54161c78dfeb8a0d2f.jpeg?format=jpg&precrop=2717,2717,x587,y493,safe",https://www.faire.com/product/p_3vumzysnh8,delta 8 gummies
p_2wv7ub4t5m,Alpha Delta Pi - AΔΠ - Styrofoam Cups - 10 pack,Sassy Cups,b_6g1czovwjc,15.0,USD,5.0,33,,0,0,0,5,5,90,,USA,0,https://cdn.faire.com/fastly/27fe922555e64ae4daac361ae75be7f1259971c67f7554c530b96c749a381765.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_2wv7ub4t5m,delta 8 gummies
p_2gh7vrt4j6,Snoop Dogg OG Bar-B-Que Cheddar Potato Chips (2.5oz) (10-Pac,Rap Snacks,b_ckwkbip9zu,39.99,USD,4.8,28,Bestseller,0,0,0,1,1,157,781231000457,USA,0,"https://cdn.faire.com/fastly/147a208eefa6ce19c83fdad71e0aa9a90b8f5583bd3278513d4669eeb9965cfd.jpeg?format=jpg&precrop=581,581,x16,y8,safe",https://www.faire.com/product/p_2gh7vrt4j6,delta 8 gummies
p_28nm3mnhaa,ELDERBERRY SEA MOSS GEL,TrueSeaMoss,b_8xx8tddzza,32.0,USD,4.8,129,Bestseller,0,0,0,1,1,9502,TSM-E,USA,0,"https://cdn.faire.com/fastly/24d3eb671e55ac3d51e1a8e029ec2b2809874ab39626acfdcbe932166811dfb5.jpeg?format=jpg&precrop=4990,4990,x444,y468,safe",https://www.faire.com/product/p_28nm3mnhaa,delta 8 gummies
p_frzhsybcp4,Energy and Focus Gum | Extra Strength | Peppermint,Neuro,b_egm01kz0fl,48.55,USD,4.9,27,Bestseller,0,0,0,1,3,4,NG_XE_MT12,USA,0,https://cdn.faire.com/fastly/1f1f833832dd457929c142aa6e45d461034f71ecd67d7a60c1e40aec9d241208.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_frzhsybcp4,CBD gummies
p_uaagegg6we,UPSIDE Before Drinking Hangover Sticks - Party Box (30-Pack),Upside - Before Alcohol Hangover Sticks,b_tqzcuq2kbk,2.99,USD,5.0,40,Bestseller,0,1,0,30,30,,30-pack,USA,0,https://cdn.faire.com/fastly/5bc07968683ac92eae0dcc075d4897a7c597712f66ca91c437eb3fe684e91e78.png?format=jpg,https://www.faire.com/product/p_uaagegg6we,CBD gummies
p_h6er6nshsz,"YumEarth Organic Chewys 2oz, 12ct",Grandpa Joe's Candy Shop,b_ayvwhzhr3m,4.34,USD,4.9,1673,,0,0,0,12,12,,3870,USA,0,"https://cdn.faire.com/fastly/1af1a6eafe8eab7c1bbdb2c15b729d43c10982adf213cd31ed2617e00133a543.jpeg?bg-color=FFFEFE&canvas=107.56p,106.88p,offset-x69.8p,offset-y0p&format=jpg&precrop=100p,74.64p,x0p,y25.35p",https://www.faire.com/product/p_h6er6nshsz,CBD gummies
p_2vah62equ9,Menstrual Kit Replacement Bags,Baker's Botanics,b_tepgbunrm2,7.0,USD,5.0,3,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/ac5efeaaba37e3e36c7f4999b88129fd5269f28f1b487b5087fc60491076a109.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_2vah62equ9,CBD gummies
p_rx4hw8jdp3,Cosmic Mix Fruit Chews - Flavors of a Maine Summer,Virgo Moon,b_pb2dd6pma8,15.86,USD,4.9,92,Bestseller,0,1,0,5,5,,CSMC-CHEW-10PK,USA,0,https://cdn.faire.com/fastly/cdd7541a4e4d349777f3f068b9e1153f242ab6ae496a973f6c9decc7adc004d1.jpeg?format=jpg,https://www.faire.com/product/p_rx4hw8jdp3,CBD gummies
p_w2ej76e9uh,Fenbendazol&Ivermec Advanced  Support Formula – 60 Capsules,SANURA WELL,b_3nw9rf7f4z,43.69,USD,4.7,12,,0,0,0,1,5,197,008-BHM-FnbdzlIver60Capsules,USA,1,"https://cdn.faire.com/fastly/ff71197183695ca44caa7b2f44dde8d389a6d047a2d2a2317d49fb44b53c53f3.jpeg?format=jpg&precrop=1756,1756,x127,y115,safe",https://www.faire.com/product/p_w2ej76e9uh,CBD gummies
p_7fqtqefzs6,Relief Melts with CBD,Foria,b_59ldcqys29,50.0,USD,,2,,0,0,0,6,6,1334,RMS001,USA,0,"https://cdn.faire.com/fastly/8f61db2b175f0962303dc2503587c41d1a5caaa358af8394eeeb827eedf754c7.jpeg?format=jpg&precrop=799,800,x0,y48,safe",https://www.faire.com/product/p_7fqtqefzs6,CBD gummies
p_rbaj7djp3v,HARMONIFY Dopamine Patches – Mood & Focus Support 30 Patches,HARMONIFY,b_3tcu7v7vc9,15.98,USD,4.6,84,Bestseller,0,0,0,1,5,374,HAR-00075-DopaminePatches,USA,1,https://cdn.faire.com/fastly/828cb73b9b3870cd9638c384789e3992e0a1325343026248c7d90408cd76ac81.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_rbaj7djp3v,CBD gummies
p_9tujjm3yjf,Good Time Organic Mints - Mixed 48ct.,Big Sky Brands Inc.,b_2py8l3pd,3.99,USD,4.9,53,,0,0,0,48,48,,89005,CAN,0,"https://cdn.faire.com/fastly/87c3f387764d999dd4f3116539c05ed73a67ad65c2f02be19a99ddc768f09d22.jpeg?format=jpg&precrop=2668,2668,x578,y0,safe",https://www.faire.com/product/p_9tujjm3yjf,CBD gummies
p_b5p5bt86p4,Nasal Stick - Variety Pack (24 units),BoomBoom,b_3q8alqwhkg,9.58,USD,5.0,32,,0,0,0,24,24,,NS-VRTDSP24X1,USA,1,https://cdn.faire.com/fastly/264a7bd9ef7aa3fe1fa86a47a8bc3de36ec3682584b4099da58315f189f284b0.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_b5p5bt86p4,CBD gummies
p_9t5c2fvq4r,Dentagum Remineralising Gum - Mint,Dentagum,b_cppycm3f4s,32.97,USD,,1,,0,0,0,1,10,,DG-60-001,USA,0,https://cdn.faire.com/fastly/aaf9e538d6e1d4c2832b0c4af991473ebcbdc0f43ac2933fbe16f393a7defaff.jpeg?format=jpg,https://www.faire.com/product/p_9t5c2fvq4r,CBD gummies
p_9kwy4uqqky,Champagne Bears® - Small,Sugarfina,b_rksc7unqe2,9.5,USD,4.8,98,Bestseller,0,1,0,12,12,,R1631,USA,0,"https://cdn.faire.com/fastly/f2b160311ae48956b5504f7ea2a0c0a5f21c5038f530128578f65db18efe3c5e.jpeg?format=jpg&precrop=1453,1453,x424,y316,safe",https://www.faire.com/product/p_9kwy4uqqky,CBD gummies
p_xeqyu9bbsn,WonderCalm - Super Mushroom Gummies,Plant People,b_2ovqxdm9ep,34.99,USD,4.9,42,Bestseller,0,0,0,10,10,310,GUM-CLM-60ct-p,USA,0,"https://cdn.faire.com/fastly/1dfd670ba0c8318a2a404b19b95904378ca6a3378f9ddff0b6206544fdbfd0d1.png?format=jpg&precrop=2233,2235,x0,y199,safe",https://www.faire.com/product/p_xeqyu9bbsn,CBD gummies
p_t36wawxtgd,Functional Herbal Lozenges - Calm Mood,Laki Naturals,b_a7gdko513y,16.0,USD,5.0,6,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/98f7bd0f0dea0ebc48d61425d97703e224f38bfc393d288c2194929c54e001e2.png?format=jpg,https://www.faire.com/product/p_t36wawxtgd,CBD gummies
p_65aew9m2du,Peelerz Gummy Fruit Candy 6oz,Sahara Stock & Go wholesale,b_86n5z3cnf8,6.0,USD,4.8,11,,0,0,0,,,,810051813067,USA,0,https://cdn.faire.com/fastly/029d55ffcf81a548fbbc38d4219a9ab61a4318a7a23448c54d325751561c88d1.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_65aew9m2du,CBD gummies
p_grg5w3jf3g,Boiron - Oscillococcinum - 30 Doses,Everyday Supply Co,b_7xgwjjb7p6,60.0,USD,4.1,115,,0,0,0,1,1,400,HG1017847,USA,0,https://cdn.faire.com/fastly/c64a7e10a388554741b461a1f13dcd2e211c723ed337b4a0ff8ebf033356837a.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_grg5w3jf3g,CBD gummies
p_jwyhp2vd69,CBD Pain Relief Cream,CauseMedic CBD,b_jq5e8r4cw9,39.0,USD,5.0,9,Bestseller,0,0,0,,,,PC003F,USA,0,"https://cdn.faire.com/fastly/df50ddce5eef438fc2ff87fca55faef58c5f005fbec574d886552442a79c2e5c.jpeg?format=jpg&precrop=685,685,x12,y770,safe",https://www.faire.com/product/p_jwyhp2vd69,CBD gummies
p_cv7wtm7ny7,NAD+ Liquid Drops,Neurogan Health,b_h9v4ts3nzb,44.0,USD,5.0,29,Bestseller,0,0,0,3,3,999930,US-NDL10,USA,0,https://cdn.faire.com/fastly/711826ea2ad664bb31e524449758ecaba0e051a8f1cb3a5106405400da958e54.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_cv7wtm7ny7,CBD gummies
p_ds22yz57ff,Sea Moss Candy,Grind Naturally Organics,b_5kahpqmpeq,12.99,USD,3.9,15,Bestseller,0,0,0,8,8,,,USA,0,https://cdn.faire.com/fastly/270e70591d0c5282d46f41c477cf8c70ac30016f5ddd97d50fd43fa13a816b35.jpeg?format=jpg,https://www.faire.com/product/p_ds22yz57ff,CBD gummies
p_xypckgpfm8,Mike & Ike Sour Watermelon 0.78 oz 24 packs,Snacky Candy,b_8343je4q5y,0.56,USD,4.6,18,,0,0,0,24,24,,MI-&-IK-315,USA,0,"https://cdn.faire.com/fastly/37f1438d04fd44ae882bbb016bb2bec946a2a65e1dddce6c4e9cd7a1c47a71a2.jpeg?format=jpg&precrop=893,894,x0,y5,safe",https://www.faire.com/product/p_xypckgpfm8,CBD gummies
p_qn4t578tyz,CBD Topical Relief Patch 100 mg,CBD Living,b_75ea7sftti,15.0,USD,,1,,0,0,0,,,,858947007794,USA,0,"https://cdn.faire.com/fastly/9ad798252ae630bccfdf71e3419b359e111de536f78b9fc6640eca1f89f91031.png?format=jpg&precrop=725,725,x174,y174,safe",https://www.faire.com/product/p_qn4t578tyz,CBD gummies
p_mjgasy8utr,"Weed Gummies Cookbook: A Step By Step Guide To Making Best Cannabis, Ingredients, Methods, Good THC and CBD Edibles - Paperback",Books by splitShops,b_4d6jvdz5w2,17.53,USD,4.5,55,,0,0,0,1,1,50,9798374801019,USA,1,https://cdn.faire.com/fastly/b699da4c721c6e78e08a36adecfe5fb0ff1d345d5c146dffc3a741768d334e28.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_mjgasy8utr,CBD gummies
p_puk5c2nxkg,Fruit Bites - Sour Cherry & Apple (1.8 oz Bags) ,Simply Gum,b_65qc29zk,3.8,USD,4.9,322,Bestseller,0,0,0,8,8,,852466006979,USA,0,"https://cdn.faire.com/fastly/19028f0c913c37c07e775f1d259a109537f20715ca134f896d789d2216d00039.jpeg?format=jpg&precrop=2099,2099,x335,y291,safe",https://www.faire.com/product/p_puk5c2nxkg,CBD gummies
p_7sqv76yqxq,FKN Nicotine Pouches (Cool Mint) 6MG,FKN Rich,b_ued96gjb8g,8.78,USD,3.4,5,,0,0,0,5,5,1026,Cool Mint-6,CAN,0,"https://cdn.faire.com/fastly/c48ae97f5a856f781cc95bd23fcce1b84ef3f2ffcf1eaf1c4aa182325ea5c102.png?format=jpg&precrop=795,795,x135,y135,safe",https://www.faire.com/product/p_7sqv76yqxq,CBD gummies
p_eyfjsbbtfk,Nectr Nootropic Pouches - 5 Units/Sleeves/Rolls ,Nectr Energy,b_sfcytqxy3z,44.2,USD,,1,,0,0,0,,,,FRMINT05,USA,0,"https://cdn.faire.com/fastly/6f8bce6f1fcc236eec231e5b4dbc5e24f4d593cdd4a01c6a1e7e6bd8815b9f39.png?format=jpg&precrop=891,891,x99,y124,safe",https://www.faire.com/product/p_eyfjsbbtfk,CBD gummies
p_n6726juzu2,Non-GMO Candied Fennel Seeds,Paro,b_zcqzdwqg5g,5.99,USD,5.0,3,,0,0,0,12,24,,PTIN-00-0001-12,USA,0,"https://cdn.faire.com/fastly/05c126354ad5ac2d07bd951104317e4bdae3218544353aec59778e8912988954.png?format=jpg&precrop=569,569,x463,y208,safe",https://www.faire.com/product/p_n6726juzu2,CBD gummies
p_kvmen5gebt,Classic Mix Protein Candy,Benefit Bites,b_bf8v5q3gxr,10.0,USD,,,,0,0,0,1,12,88,MS-3955-Cla-Benefit B,USA,0,https://cdn.faire.com/fastly/db5036ec5027275b6de092893c57327cbe0369b567346e278ca2a51f980d9590.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_kvmen5gebt,CBD gummies
p_7ggkqttr9h,CBD Daily Soothing Serum Rollerball Original Mint 10 mg,Earthly Body,b_d86ej87v,15.99,USD,,,,0,0,0,1,1,,CBDSO010,USA,0,"https://cdn.faire.com/fastly/35fc53e2f882918947ce1dc2945c9156d1859ad7eb2522a1cf0f6bd5b1abe110.jpeg?format=jpg&precrop=1136,1136,x27,y28,safe",https://www.faire.com/product/p_7ggkqttr9h,CBD gummies
p_6f3hqsqbg5,Biblical Blend ,Down Home Roots Herbal,b_x6k9d6g3dp,28.0,USD,4.9,16,Bestseller,0,0,0,1,3,30,,USA,0,"https://cdn.faire.com/fastly/219ae33e3ac0caa13760bd173c28a1b798a7ecc7ea3233625d20af85b157f773.jpeg?format=jpg&precrop=2084,2086,x0,y288,safe",https://www.faire.com/product/p_6f3hqsqbg5,CBD gummies
p_6tqum4vg77,Carefree Chocolate - Stress & Anxiety Formula - Mellow Mint,The Functional Chocolate Company,b_a6b4y7mvgg,7.89,USD,4.9,57,,0,1,0,12,12,,FCCare001,USA,1,https://cdn.faire.com/fastly/c7951ad5faddb9b0d91be2cbc8d06da58fe4f5998e1977446bc0cb47ad5ea075.png?format=jpg,https://www.faire.com/product/p_6tqum4vg77,CBD gummies
p_nmcqsbn2qr,Energy and Focus Gum | Peppermint,Neuro,b_egm01kz0fl,43.98,USD,4.9,27,,0,0,0,,,,NG_EF_MT12,USA,0,https://cdn.faire.com/fastly/5ce85c7d8fa27128431d2850c8de836647f4da63e641e40df2220c1211eecaa2.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_nmcqsbn2qr,CBD gummies
p_uu9prafxuy,UTest THC,Up N Smoke,b_8bzmksnfa7,5.0,USD,4.9,7,,0,0,0,1,1,6,50,USA,0,https://cdn.faire.com/fastly/b0bbeb5a085ac935b07bf4640a449d6f1d739b377ff2712a4ae8e51a1f08328c.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_uu9prafxuy,CBD gummies
p_5dkda324zk,Magical Peelable Green Grape Gummies (Pack of 6),Sophiepops & Gumdrops,b_td8g3rxn8a,24.0,USD,5.0,3,New,1,0,0,6,6,1600,,USA,0,https://cdn.faire.com/fastly/155cbbdb8def421212fac428c09bafd507f7f4c3d43ff3a2036bec1d459b86f4.png?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_5dkda324zk,CBD gummies
p_mz3beeq46m,Wholesale Gummies By Albanese - Retail Ready Packs,Candy Supply Co,b_xqgcqnm8dy,1.86,USD,4.9,37,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/23050c4fe7427dd42a4ae5349e9ff59ec3ef8fbc1fdc952783bcbd3e70965679.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_mz3beeq46m,CBD gummies
p_m6x3pgymne,NuStrips Sleep IN A STRIP® (Pack of 3),NuStrips,b_rsn686tgzp,5.9,USD,5.0,5,,0,0,0,30,30,49550,,USA,0,"https://cdn.faire.com/fastly/963486231ffc2db9150f95b5c091c5198de2a6027382b6ac7a86674664232a3e.png?format=jpg&precrop=1926,1926,x32,y40,safe",https://www.faire.com/product/p_m6x3pgymne,CBD gummies
p_grehwcnhr4,Watermelon Chewable Hydration Tablet - No Water Needed!,Nutri Chews,b_qyjemgsfsq,4.99,USD,,2,,0,0,0,6,12,,,USA,0,"https://cdn.faire.com/fastly/417386d50edeeb881c5d75a03f33bd2bb970a89490232eeec3310b571c3c6125.jpeg?format=jpg&precrop=3271,3271,x817,y1049,safe",https://www.faire.com/product/p_grehwcnhr4,CBD gummies
p_sryc58d77h,Beast Bites Creatine Infused Gummies,Campus Protein,b_cyaq7b5j25,39.99,USD,4.4,25,,0,0,0,,,,BEASTBITES-CREATINE-SBR,USA,0,https://cdn.faire.com/fastly/1a72415999b18cd2cb16d527605e3984a52c2c6d7da9fe54a776e4f4b6f6f630.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_sryc58d77h,CBD gummies
p_6nas28m8uc,Good Greed Sour Cherry Gummy Candy (6 Pack),Good Greed,b_4q9gnapjfh,29.94,USD,,1,,0,0,0,1,1,500,,USA,0,https://cdn.faire.com/fastly/d74d4068f7c2ff2fdb593f2526e4e4b398e7b6c7f16a4b30dd786ebb2c025bb4.jpeg?format=jpg,https://www.faire.com/product/p_6nas28m8uc,CBD gummies
p_efpzt989r5,"Skittles Gummies Fruit Mix 50g (China) 50g, 8 ct.",Snack Daddy,b_wspqq8vc5y,2.5,USD,4.5,6,,0,0,0,8,8,1200,,USA,0,"https://cdn.faire.com/fastly/1e6d3d8ec620a91ead1d2677c8663d4b5c2e8098ce85596aba92392b5746bd7b.png?format=jpg&precrop=1892,1892,x48,y45,safe",https://www.faire.com/product/p_efpzt989r5,CBD gummies
p_4b8zftzy6h,"3""CLEAR RED/GREEN/ORNAMENTG CBD GUMMIES 3A","Kurt S. Adler, Inc.",b_ehm3aiq7pa,10.25,USD,4.8,266,,0,0,0,12,12,12,D4297,USA,0,https://cdn.faire.com/fastly/c9f1f583261cc66cdf53a0a20bc0911f8cd5fd8212659dd5453b8d7f293625bc.jpeg?bg-color=FFFFFF&canvas=1:1&fit=bounds&format=jpg,https://www.faire.com/product/p_4b8zftzy6h,CBD gummies
p_bpvwkzag7b,Organic Sour Chewy Candies 1.8oz Single Serve Bags - 24 Pack,Lovely Candy Company,b_ev0ce1p13l,2.99,USD,4.6,70,,0,0,0,24,24,,,USA,0,"https://cdn.faire.com/fastly/ba892a2b2cbd4487514da106a0f7a81cb4d2445fa1583aadf14b16808aedac6e.png?format=jpg&precrop=1016,1016,x123,y77,safe",https://www.faire.com/product/p_bpvwkzag7b,CBD gummies
p_95u2aew584,Hemp CBD Coconut Eye Gels With Lavender,MANTRA MASK CBD,b_bka4wmocxy,5.0,USD,,,Bestseller,0,0,0,6,6,349,,USA,0,"https://cdn.faire.com/fastly/c4f1134d9c78a47186113b35847d28757f1ec05c78c2195e72fa407246eef5cb.png?format=jpg&precrop=1080,1080,x0,y181,safe",https://www.faire.com/product/p_95u2aew584,CBD gummies
p_s6phybspdy,Koko Candy Hot Pot Gummies Marshmalow 12 ct,Long Island Candy Factory,b_et6a66kd2z,32.98,USD,4.7,468,,0,0,0,1,1,17,3298231,USA,1,https://cdn.faire.com/fastly/a688a7e5ed1243720d9b8347f482b3824a6d434fa19725619d2c8a0bdaefd94c.jpeg?format=jpg,https://www.faire.com/product/p_s6phybspdy,CBD gummies
p_7szkskbv5x,"GLP-1 Patch™ | Appetite Control, Weight Management, and Lean Muscle Protector",Healthogenics,b_5qdgan4fgk,149.0,USD,4.7,7,,0,0,0,1,1,858,GLPPATCH30,USA,0,https://cdn.faire.com/fastly/86181ba12f77f7fedd4a800c769f4a39f151edc92a7c604f573605a382820ee2.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_7szkskbv5x,CBD gummies
p_8pbrv3kzp5,Flossie Cotton Candy Sampler Pack,Flossie,b_hs2bdgzttg,60.0,USD,4.9,64,,0,0,0,1,1,4,SMPL01,CAN,0,https://cdn.faire.com/fastly/03068476e218224394a01ca67f4936d8c9f5a45ddd3747eec4bd6e9feb23f533.jpeg?format=jpg&precrop=1:1,https://www.faire.com/product/p_8pbrv3kzp5,CBD gummies
p_xd3c92zsjj,"Gummy Multicolor Rings, Gummies (26 lbs)",Tootsi Impex,b_mxmafyh0,201.4,USD,4.4,9,,0,0,0,1,1,5,80492,USA,0,"https://cdn.faire.com/fastly/ea16537a582d0e8ed1c9e18fa7b85a1293fc5fe65e183582d596aa2216a7e509.jpeg?format=jpg&precrop=2302,2302,x306,y408,safe",https://www.faire.com/product/p_xd3c92zsjj,CBD gummies
p_47e62pnh3a,Ashwagandha Organic Gummies,Himalaya Herbal Healthcare,b_1okkkn29g2,23.99,USD,,1,,0,0,0,1,1,19552,17000026,USA,0,https://cdn.faire.com/fastly/0be116a3b7bfb46b22646b434bbb8abb0974ec76a463d86756e5eaae7c64a158.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_47e62pnh3a,CBD gummies
p_svn8gvbys9,"UNTOLERABLE Gummy Candy, Made with fruit juice,Non-GMO,Halal",FOOD NOTES,b_7mxb92w3mg,2.98,USD,,,,0,0,0,,,,UNTOL_BEAR_1,USA,0,"https://cdn.faire.com/fastly/c1d76c468d7d37e232b36e96a06604442c89be63ba02b9db10145b13b96eacef.jpeg?format=jpg&precrop=2881,2881,x0,y764,safe",https://www.faire.com/product/p_svn8gvbys9,CBD gummies
p_8eqsm57faq,Green Apple Alien Gummies,Duff & Shaw - Legendary Snacks,b_9esrfjwdgj,10.99,USD,4.9,12,,0,0,0,1,6,,,USA,0,https://cdn.faire.com/fastly/604dbf9e195e08f385e0a47776f2dbe21e6670d5a82068d6ab6bac81ad8327d2.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_8eqsm57faq,CBD gummies
p_64zdp8pmqf,Griff's Pecan Toffee - Tester (not for resale),Griff's Toffee,b_735o3ql2gq,4.0,USD,5.0,343,Bestseller,0,0,0,1,1,,S-Pecan,USA,0,"https://cdn.faire.com/fastly/58273fbecf014a2e9f0f8d25e63a51c60b80cd9da9ec61577e0a620681782602.png?format=jpg&precrop=788,788,x82,y108,safe",https://www.faire.com/product/p_64zdp8pmqf,CBD gummies
p_rx25zjwuca,Adult Elderberry Gummies - Immune Support Wellness 60ct,Growve,b_434agxugq7,11.99,USD,,,,0,0,0,1,3,,5446140,USA,1,"https://cdn.faire.com/fastly/91f685ac2679a3af025c2559365d0991db627a8ae11830cdf1a4d738378e87a5.jpeg?format=jpg&precrop=987,987,x39,y66,safe",https://www.faire.com/product/p_rx25zjwuca,CBD gummies
p_r822tkzzs8,Liquid Marine Collagen Sachet - Mango Sorbet CASE PACK,KEE,b_ek2tuz32kf,702.0,USD,,1,,0,0,0,1,1,9,KEE-MNG-15ST-CASE,USA,0,"https://cdn.faire.com/fastly/f3e2658b6ef4b215fa3fc4cd5b1df87556bdc4d0489192f1903e6f5f140f7df0.jpeg?format=jpg&precrop=959,959,x305,y282,safe",https://www.faire.com/product/p_r822tkzzs8,CBD gummies
p_uv9t7khj6b,Kasugai Japanese Fruit Flavored Gummies ,Tanuki Towne,b_zh25vr8xda,4.5,USD,5.0,3,,0,0,0,,,,,USA,0,https://cdn.faire.com/fastly/f6f258b1d1d807ab7d3374e7391fd6604e838ee8ef2e43d45992843b8bddc121.png?format=jpg&precrop=1:1,https://www.faire.com/product/p_uv9t7khj6b,CBD gummies
p_69krwccrdd,Béquet Dubai Chocolate Caramel 3.6 oz Pouch,Béquet Confections,b_3il3lroi,8.26,USD,4.9,229,,0,0,0,12,12,,167-FL28-R02,USA,0,https://cdn.faire.com/fastly/f2bc5eea13ebcfb4dd71f2937e5b3dc7086ef7021454c695649e325bb0954b20.jpeg?format=jpg,https://www.faire.com/product/p_69krwccrdd,CBD gummies
p_tsz7swt7tq,Organic Allulose,Sparkle Wellness,b_3dt3awri,14.9,USD,5.0,43,,0,0,0,4,4,3154,spk-allu-nofl-1lb-fbm,USA,0,"https://cdn.faire.com/fastly/3a8b3e1d8959f5d1c1e28d5beb02ed09d0024790b92cc0e2d22eed9113419265.jpeg?format=jpg&precrop=1760,1760,x126,y135,safe",https://www.faire.com/product/p_tsz7swt7tq,CBD gummies
p_tfdyustmrt,Extra Strength Healing Salve CBD,Mamas Medicinals,b_zymbm6kcvv,14.0,USD,4.9,8,Bestseller,0,0,0,,,,037,USA,0,"https://cdn.faire.com/fastly/6bb342b72da760415b881acdd682b7bf88cbd450d01e665979dd34f9c3815782.jpeg?format=jpg&precrop=401,401,x85,y133,safe",https://www.faire.com/product/p_tfdyustmrt,CBD gummies
p_rrtdxps4rf,"Pine Framed Sign for Crafts & Painting, 8"" Square 
",Foggy Bottom Woodworks LLC,b_y5vtuxv7jv,4.0,USD,4.9,24,Bestseller,0,0,0,6,6,150,42076-41,USA,0,"https://cdn.faire.com/fastly/03d633a439480e4c04d4aab660b12ad7d0aa66bd2cd9a48ed11921f870f80da1.jpeg?format=jpg&precrop=3508,3508,x47,y63,safe",https://www.faire.com/product/p_rrtdxps4rf,CBD gummies
p_mhcpsdd6jj,The Year of the Horse Lunar Box (3-Pack 2 oz Variety),Issei Mochi Gummies,b_tcb8x4chbk,14.97,USD,5.0,29,,0,0,0,8,8,,,USA,0,"https://cdn.faire.com/fastly/368925b81fd2256eb644cf18b97e565361f0a77b2d2a5434e11ff3c20044b627.jpeg?format=jpg&precrop=1789,1789,x596,y639,safe",https://www.faire.com/product/p_mhcpsdd6jj,CBD gummies
